from,to,count
JaKarr Sampson,Ish Smith,1
Jason Richardson,Ish Smith,3
Jerami Grant,Ish Smith,6
Kendrick Perkins,Ish Smith,1
Luc Moute a Mbah,Ish Smith,6
Nerlens Noel,Ish Smith,4
Nick Collison,Ish Smith,2
Reggie Jackson,Ish Smith,1
Robert Covington,Ish Smith,4
Serge Ibaka,Ish Smith,1
Thomas Robinson,Ish Smith,1
Alonzo Gee,JJ Hickson,1
Arron Afflalo,JJ Hickson,9
Danilo Gallinari,JJ Hickson,6
Darrell Arthur,JJ Hickson,6
Erick Green,JJ Hickson,3
Gary Harris,JJ Hickson,5
Jameer Nelson,JJ Hickson,25
Joffrey Lauvergne,JJ Hickson,3
Jusuf Nurkic,JJ Hickson,3
Kenneth Faried,JJ Hickson,5
Nate Robinson,JJ Hickson,9
Randy Foye,JJ Hickson,8
Timofey Mozgov,JJ Hickson,2
Ty Lawson,JJ Hickson,52
Will Barton,JJ Hickson,5
Wilson Chandler,JJ Hickson,4
Austin Rivers,JJ Redick,9
Blake Griffin,JJ Redick,98
Chris Paul,JJ Redick,214
DeAndre Jordan,JJ Redick,21
Glen Davis,JJ Redick,5
Hedo Turkoglu,JJ Redick,2
Jamal Crawford,JJ Redick,14
Jordan Farmar,JJ Redick,2
Matt Barnes,JJ Redick,29
Nate Robinson,JJ Redick,4
Spencer Hawes,JJ Redick,13
Amar'e Stoudemire,JR Smith,6
Carmelo Anthony,JR Smith,4
Cleanthony Early,JR Smith,2
Iman Shumpert,JR Smith,13
Jason Smith,JR Smith,3
Jose Calderon,JR Smith,3
Kendrick Perkins,JR Smith,1
Kevin Love,JR Smith,11
Kyrie Irving,JR Smith,46
LeBron James,JR Smith,52
Matthew Dellavedova,JR Smith,10
Mike Miller,JR Smith,2
Pablo Prigioni,JR Smith,7
Quincy Acy,JR Smith,3
Samuel Dalembert,JR Smith,3
Shane Larkin,JR Smith,6
Shawn Marion,JR Smith,1
Tim Jr. Hardaway,JR Smith,3
Timofey Mozgov,JR Smith,11
Travis Wear,JR Smith,1
Tristan Thompson,JR Smith,2
Alexey Shved,JaKarr Sampson,2
Furkan Aldemir,JaKarr Sampson,2
Glenn Robinson,JaKarr Sampson,1
Henry Sims,JaKarr Sampson,5
Hollis Thompson,JaKarr Sampson,5
Isaiah Canaan,JaKarr Sampson,4
Ish Smith,JaKarr Sampson,1
JaVale McGee,JaKarr Sampson,1
Jason Richardson,JaKarr Sampson,1
Jerami Grant,JaKarr Sampson,8
KJ McDaniels,JaKarr Sampson,3
Larry Drew,JaKarr Sampson,2
Luc Moute a Mbah,JaKarr Sampson,7
Malcolm Thomas,JaKarr Sampson,1
Michael Carter-Williams,JaKarr Sampson,8
Nerlens Noel,JaKarr Sampson,16
Robert Covington,JaKarr Sampson,7
Thomas Robinson,JaKarr Sampson,1
Tim Frazier,JaKarr Sampson,2
Tony Wroten,JaKarr Sampson,6
Beno Udrih,JaMychal Green,4
Cory Joseph,JaMychal Green,1
Courtney Lee,JaMychal Green,1
Jarnell Stokes,JaMychal Green,1
Jeff Green,JaMychal Green,3
Jon Leuer,JaMychal Green,1
Jordan Adams,JaMychal Green,1
Matt Bonner,JaMychal Green,1
Mike Conley,JaMychal Green,1
Nick Calathes,JaMychal Green,2
Arron Afflalo,JaVale McGee,2
Danilo Gallinari,JaVale McGee,2
Darrell Arthur,JaVale McGee,4
Hollis Thompson,JaVale McGee,1
Isaiah Canaan,JaVale McGee,1
JaKarr Sampson,JaVale McGee,1
Jerami Grant,JaVale McGee,1
Kenneth Faried,JaVale McGee,2
Nate Robinson,JaVale McGee,4
Randy Foye,JaVale McGee,4
Tim Frazier,JaVale McGee,1
Ty Lawson,JaVale McGee,9
Wilson Chandler,JaVale McGee,1
Carlos Boozer,Jabari Brown,5
Dwight Buycks,Jabari Brown,3
Ed Davis,Jabari Brown,3
Jeremy Lin,Jabari Brown,6
Jordan Clarkson,Jabari Brown,10
Jordan Hill,Jabari Brown,5
Robert Sacre,Jabari Brown,4
Ryan Kelly,Jabari Brown,7
Tarik Black,Jabari Brown,1
Wayne Ellington,Jabari Brown,2
Wesley Johnson,Jabari Brown,1
Brandon Knight,Jabari Parker,27
Ersan Ilyasova,Jabari Parker,1
Giannis Antetokounmpo,Jabari Parker,8
Jared Dudley,Jabari Parker,2
Jerryd Bayless,Jabari Parker,4
Kendall Marshall,Jabari Parker,4
Khris Middleton,Jabari Parker,2
Larry Sanders,Jabari Parker,2
Nate Wolters,Jabari Parker,1
O.J. Mayo,Jabari Parker,11
Zaza Pachulia,Jabari Parker,8
Bryce Cotton,Jack Cooley,1
Elijah Millsap,Jack Cooley,3
Joe Ingles,Jack Cooley,1
Trey Burke,Jack Cooley,1
Avery Bradley,Jae Crowder,10
Brandan Wright,Jae Crowder,1
Brandon Bass,Jae Crowder,13
Chandler Parsons,Jae Crowder,2
Devin Harris,Jae Crowder,2
Dirk Nowitzki,Jae Crowder,1
Evan Turner,Jae Crowder,26
Gigi Datome,Jae Crowder,3
Isaiah Thomas,Jae Crowder,28
Jameer Nelson,Jae Crowder,4
Jared Sullinger,Jae Crowder,9
Jonas Jerebko,Jae Crowder,4
Juan Jose Barea,Jae Crowder,8
Kelly Olynyk,Jae Crowder,8
Marcus Smart,Jae Crowder,29
Marcus Thornton,Jae Crowder,2
Monta Ellis,Jae Crowder,2
Phil Pressey,Jae Crowder,14
Richard Jefferson,Jae Crowder,1
Tyler Zeller,Jae Crowder,5
Tyson Chandler,Jae Crowder,1
Joffrey Lauvergne,Jamaal Franklin,1
Austin Rivers,Jamal Crawford,3
Blake Griffin,Jamal Crawford,40
CJ Wilcox,Jamal Crawford,1
Chris Douglas-Roberts,Jamal Crawford,1
Chris Paul,Jamal Crawford,49
Dahntay Jones,Jamal Crawford,1
DeAndre Jordan,Jamal Crawford,9
Glen Davis,Jamal Crawford,6
Hedo Turkoglu,Jamal Crawford,8
JJ Redick,Jamal Crawford,8
Jordan Farmar,Jamal Crawford,9
Matt Barnes,Jamal Crawford,7
Reggie Bullock,Jamal Crawford,1
Spencer Hawes,Jamal Crawford,15
Alonzo Gee,Jameer Nelson,1
Arron Afflalo,Jameer Nelson,3
Chandler Parsons,Jameer Nelson,7
Danilo Gallinari,Jameer Nelson,3
Darrell Arthur,Jameer Nelson,3
Dirk Nowitzki,Jameer Nelson,8
Erick Green,Jameer Nelson,1
Evan Turner,Jameer Nelson,1
JJ Hickson,Jameer Nelson,5
Joffrey Lauvergne,Jameer Nelson,1
Jusuf Nurkic,Jameer Nelson,1
Kenneth Faried,Jameer Nelson,2
Marcus Smart,Jameer Nelson,1
Monta Ellis,Jameer Nelson,14
Randy Foye,Jameer Nelson,3
Ty Lawson,Jameer Nelson,12
Will Barton,Jameer Nelson,4
Wilson Chandler,Jameer Nelson,9
Chris Bosh,James Ennis,5
Danny Granger,James Ennis,1
Dwyane Wade,James Ennis,4
Goran Dragic,James Ennis,8
Henry Walker,James Ennis,3
Josh McRoberts,James Ennis,1
Justin Hamilton,James Ennis,2
Luol Deng,James Ennis,2
Mario Chalmers,James Ennis,21
Michael Beasley,James Ennis,4
Norris Cole,James Ennis,6
Shabazz Napier,James Ennis,7
Tyler Johnson,James Ennis,4
Udonis Haslem,James Ennis,1
Zoran Dragic,James Ennis,2
Corey Brewer,James Harden,12
Donatas Motiejunas,James Harden,17
Dwight Howard,James Harden,6
Isaiah Canaan,James Harden,6
Jason Terry,James Harden,24
Joey Dorsey,James Harden,5
Josh Smith,James Harden,14
Kostas Papanikolaou,James Harden,8
Pablo Prigioni,James Harden,4
Patrick Beverley,James Harden,42
Tarik Black,James Harden,1
Terrence Jones,James Harden,8
Trevor Ariza,James Harden,33
Amir Johnson,James Johnson,4
Charles Hayes,James Johnson,2
DeMar DeRozan,James Johnson,16
Greivis Vasquez,James Johnson,33
Jonas Valanciunas,James Johnson,2
Kyle Lowry,James Johnson,30
Louis Williams,James Johnson,12
Patrick Patterson,James Johnson,11
Terrence Ross,James Johnson,3
Tyler Hansbrough,James Johnson,2
AJ Price,James Jones,1
Dion Waiters,James Jones,5
Iman Shumpert,James Jones,9
J.R. Smith,James Jones,2
Joe Harris,James Jones,4
Kendrick Perkins,James Jones,2
Kyrie Irving,James Jones,3
LeBron James,James Jones,13
Lou Amundson,James Jones,1
Matthew Dellavedova,James Jones,23
Mike Miller,James Jones,1
Shawn Marion,James Jones,3
Tristan Thompson,James Jones,4
Andre Iguodala,James Michael McAdoo,2
Brandon Rush,James Michael McAdoo,1
Justin Holiday,James Michael McAdoo,4
Leandro Barbosa,James Michael McAdoo,6
Marreese Speights,James Michael McAdoo,2
Shaun Livingston,James Michael McAdoo,5
Avery Bradley,James Young,1
Brandan Wright,James Young,1
Brandon Bass,James Young,1
Evan Turner,James Young,1
Isaiah Thomas,James Young,1
Jae Crowder,James Young,4
Jared Sullinger,James Young,2
Kelly Olynyk,James Young,4
Marcus Smart,James Young,6
Phil Pressey,James Young,6
Rajon Rondo,James Young,1
Shavlik Randolph,James Young,1
Tyler Zeller,James Young,3
Al Jefferson,Jannero Pargo,1
Bismack Biyombo,Jannero Pargo,1
Brian Roberts,Jannero Pargo,5
Gerald Henderson,Jannero Pargo,2
Lance Stephenson,Jannero Pargo,1
Marvin Williams,Jannero Pargo,1
Ekpe Udoh,Jared Cunningham,2
Jordan Farmar,Jared Cunningham,5
Matt Barnes,Jared Cunningham,1
Spencer Hawes,Jared Cunningham,4
Brandon Knight,Jared Dudley,27
Ersan Ilyasova,Jared Dudley,1
Giannis Antetokounmpo,Jared Dudley,17
Jabari Parker,Jared Dudley,4
Jerryd Bayless,Jared Dudley,36
John Henson,Jared Dudley,6
Jorge Gutierrez,Jared Dudley,1
Kendall Marshall,Jared Dudley,14
Khris Middleton,Jared Dudley,16
Larry Sanders,Jared Dudley,6
Michael Carter-Williams,Jared Dudley,3
Nate Wolters,Jared Dudley,1
O.J. Mayo,Jared Dudley,21
Tyler Ennis,Jared Dudley,5
Zaza Pachulia,Jared Dudley,13
Avery Bradley,Jared Sullinger,20
Brandon Bass,Jared Sullinger,5
Evan Turner,Jared Sullinger,48
Isaiah Thomas,Jared Sullinger,1
Jae Crowder,Jared Sullinger,4
James Young,Jared Sullinger,3
Jeff Green,Jared Sullinger,13
Kelly Olynyk,Jared Sullinger,9
Marcus Smart,Jared Sullinger,15
Marcus Thornton,Jared Sullinger,3
Phil Pressey,Jared Sullinger,8
Rajon Rondo,Jared Sullinger,45
Tayshaun Prince,Jared Sullinger,4
Tyler Zeller,Jared Sullinger,8
Beno Udrih,Jarnell Stokes,1
Jon Leuer,Jarnell Stokes,1
Jordan Adams,Jarnell Stokes,2
Mike Conley,Jarnell Stokes,2
Nick Calathes,Jarnell Stokes,3
Quincy Pondexter,Jarnell Stokes,1
Tony Allen,Jarnell Stokes,1
Alan Anderson,Jarrett Jack,8
Bojan Bogdanovic,Jarrett Jack,7
Brook Lopez,Jarrett Jack,4
Cory Jefferson,Jarrett Jack,2
Darius Morris,Jarrett Jack,1
Deron Williams,Jarrett Jack,17
Jerome Jordan,Jarrett Jack,3
Joe Johnson,Jarrett Jack,25
Kevin Garnett,Jarrett Jack,8
Markel Brown,Jarrett Jack,2
Mason Plumlee,Jarrett Jack,11
Mirza Teletovic,Jarrett Jack,4
Sergey Karasev,Jarrett Jack,2
Thaddeus Young,Jarrett Jack,1
Al Jefferson,Jason Maxiell,1
Brian Roberts,Jason Maxiell,8
Cody Zeller,Jason Maxiell,2
Gary Neal,Jason Maxiell,5
Gerald Henderson,Jason Maxiell,3
Jannero Pargo,Jason Maxiell,1
Jeff Taylor,Jason Maxiell,1
Kemba Walker,Jason Maxiell,11
Lance Stephenson,Jason Maxiell,15
Marvin Williams,Jason Maxiell,4
Michael Kidd-Gilchrist,Jason Maxiell,2
Mo Williams,Jason Maxiell,4
Noah Vonleh,Jason Maxiell,2
PJ Hairston,Jason Maxiell,1
Troy Daniels,Jason Maxiell,1
Henry Sims,Jason Richardson,1
Hollis Thompson,Jason Richardson,1
Isaiah Canaan,Jason Richardson,7
Ish Smith,Jason Richardson,8
JaKarr Sampson,Jason Richardson,3
Jerami Grant,Jason Richardson,3
Luc Moute a Mbah,Jason Richardson,3
Nerlens Noel,Jason Richardson,5
Robert Covington,Jason Richardson,2
Thomas Robinson,Jason Richardson,3
Alexey Shved,Jason Smith,6
Amar'e Stoudemire,Jason Smith,1
Carmelo Anthony,Jason Smith,11
Cleanthony Early,Jason Smith,5
Cole Aldrich,Jason Smith,8
Iman Shumpert,Jason Smith,6
J.R. Smith,Jason Smith,15
Jose Calderon,Jason Smith,33
Lance Thomas,Jason Smith,8
Langston Galloway,Jason Smith,20
Lou Amundson,Jason Smith,7
Pablo Prigioni,Jason Smith,13
Quincy Acy,Jason Smith,2
Ricky Ledo,Jason Smith,3
Shane Larkin,Jason Smith,35
Tim Jr. Hardaway,Jason Smith,17
Travis Wear,Jason Smith,1
Alexey Shved,Jason Terry,2
Corey Brewer,Jason Terry,9
Donatas Motiejunas,Jason Terry,11
Dwight Howard,Jason Terry,6
Francisco Garcia,Jason Terry,4
Isaiah Canaan,Jason Terry,1
James Harden,Jason Terry,56
Joey Dorsey,Jason Terry,3
Josh Smith,Jason Terry,17
Kostas Papanikolaou,Jason Terry,12
Nick Johnson,Jason Terry,1
Pablo Prigioni,Jason Terry,1
Patrick Beverley,Jason Terry,5
Tarik Black,Jason Terry,2
Terrence Jones,Jason Terry,4
Trevor Ariza,Jason Terry,13
Andre Miller,Jason Thompson,13
Ben McLemore,Jason Thompson,20
Darren Collison,Jason Thompson,25
David Stockton,Jason Thompson,1
DeMarcus Cousins,Jason Thompson,13
Derrick Williams,Jason Thompson,2
Nik Stauskas,Jason Thompson,8
Omri Casspi,Jason Thompson,6
Quincy Miller,Jason Thompson,1
Ramon Sessions,Jason Thompson,5
Ray McCallum,Jason Thompson,14
Reggie Evans,Jason Thompson,1
Rudy Gay,Jason Thompson,23
Ryan Hollins,Jason Thompson,2
Andrew Wiggins,Jeff Adrien,2
Chase Budinger,Jeff Adrien,2
Mo Williams,Jeff Adrien,3
Robbie Hummel,Jeff Adrien,1
Shabazz Muhammad,Jeff Adrien,2
Zach LaVine,Jeff Adrien,2
Aron Baynes,Jeff Ayres,2
Boris Diaw,Jeff Ayres,8
Cory Joseph,Jeff Ayres,7
Danny Green,Jeff Ayres,2
Kyle Anderson,Jeff Ayres,2
Manu Ginobili,Jeff Ayres,8
Marco Belinelli,Jeff Ayres,2
Patty Mills,Jeff Ayres,5
Reggie Williams,Jeff Ayres,3
Tony Parker,Jeff Ayres,1
Avery Bradley,Jeff Green,11
Beno Udrih,Jeff Green,13
Brandan Wright,Jeff Green,1
Brandon Bass,Jeff Green,3
Courtney Lee,Jeff Green,7
Evan Turner,Jeff Green,10
Jameer Nelson,Jeff Green,6
Jared Sullinger,Jeff Green,17
Jordan Adams,Jeff Green,1
Kelly Olynyk,Jeff Green,9
Kosta Koufos,Jeff Green,1
Marc Gasol,Jeff Green,39
Marcus Smart,Jeff Green,2
Mike Conley,Jeff Green,23
Nick Calathes,Jeff Green,14
Phil Pressey,Jeff Green,5
Rajon Rondo,Jeff Green,49
Tyler Zeller,Jeff Green,10
Vince Carter,Jeff Green,6
Zach Randolph,Jeff Green,16
Al Jefferson,Jeff Taylor,1
Bismack Biyombo,Jeff Taylor,1
Brian Roberts,Jeff Taylor,6
Cody Zeller,Jeff Taylor,1
Gary Neal,Jeff Taylor,2
Gerald Henderson,Jeff Taylor,4
Jason Maxiell,Jeff Taylor,2
Kemba Walker,Jeff Taylor,7
Lance Stephenson,Jeff Taylor,4
Marvin Williams,Jeff Taylor,3
Mo Williams,Jeff Taylor,1
PJ Hairston,Jeff Taylor,1
Al Horford,Jeff Teague,38
DeMarre Carroll,Jeff Teague,18
Dennis Schroder,Jeff Teague,6
Kent Bazemore,Jeff Teague,1
Kyle Korver,Jeff Teague,19
Mike Muscala,Jeff Teague,2
Mike Scott,Jeff Teague,2
Paul Millsap,Jeff Teague,20
Pero Antic,Jeff Teague,3
Thabo Sefolosha,Jeff Teague,5
Alexis Ajinca,Jeff Withey,2
Austin Rivers,Jeff Withey,1
Elliot Williams,Jeff Withey,2
Jimmer Fredette,Jeff Withey,3
Jrue Holiday,Jeff Withey,3
Luke Babbitt,Jeff Withey,4
Norris Cole,Jeff Withey,2
Quincy Pondexter,Jeff Withey,1
Ryan Anderson,Jeff Withey,3
Toney Douglas,Jeff Withey,2
Tyreke Evans,Jeff Withey,4
Alexey Shved,Jerami Grant,1
Furkan Aldemir,Jerami Grant,4
Henry Sims,Jerami Grant,3
Hollis Thompson,Jerami Grant,3
Isaiah Canaan,Jerami Grant,7
Ish Smith,Jerami Grant,13
JaKarr Sampson,Jerami Grant,5
Jason Richardson,Jerami Grant,4
KJ McDaniels,Jerami Grant,8
Larry Drew,Jerami Grant,4
Luc Moute a Mbah,Jerami Grant,2
Michael Carter-Williams,Jerami Grant,14
Nerlens Noel,Jerami Grant,6
Robert Covington,Jerami Grant,7
Thomas Robinson,Jerami Grant,2
Tim Frazier,Jerami Grant,1
Tony Wroten,Jerami Grant,6
Markieff Morris,Jerel McNeal,1
TJ Warren,Jerel McNeal,1
Bryce Cotton,Jeremy Evans,2
Dante Exum,Jeremy Evans,2
Derrick Favors,Jeremy Evans,2
Elijah Millsap,Jeremy Evans,1
Enes Kanter,Jeremy Evans,1
Gordon Hayward,Jeremy Evans,2
Joe Ingles,Jeremy Evans,1
Rodney Hood,Jeremy Evans,2
Rudy Gobert,Jeremy Evans,2
Trevor Booker,Jeremy Evans,1
Trey Burke,Jeremy Evans,5
Andre Roberson,Jeremy Lamb,1
Anthony Morrow,Jeremy Lamb,7
Dion Waiters,Jeremy Lamb,1
Enes Kanter,Jeremy Lamb,1
Ish Smith,Jeremy Lamb,2
Kendrick Perkins,Jeremy Lamb,4
Kevin Durant,Jeremy Lamb,1
Lance Thomas,Jeremy Lamb,3
Mitch McGary,Jeremy Lamb,1
Nick Collison,Jeremy Lamb,7
Perry Jones,Jeremy Lamb,1
Reggie Jackson,Jeremy Lamb,18
Russell Westbrook,Jeremy Lamb,2
Serge Ibaka,Jeremy Lamb,3
Steven Adams,Jeremy Lamb,3
Carlos Boozer,Jeremy Lin,15
Ed Davis,Jeremy Lin,9
Jabari Brown,Jeremy Lin,5
Jordan Clarkson,Jeremy Lin,7
Jordan Hill,Jeremy Lin,7
Kobe Bryant,Jeremy Lin,20
Nick Young,Jeremy Lin,8
Robert Sacre,Jeremy Lin,5
Ronnie Price,Jeremy Lin,7
Ryan Kelly,Jeremy Lin,3
Wayne Ellington,Jeremy Lin,3
Wesley Johnson,Jeremy Lin,12
Alan Anderson,Jerome Jordan,2
Andrei Kirilenko,Jerome Jordan,1
Bojan Bogdanovic,Jerome Jordan,2
Brandon Davies,Jerome Jordan,1
Darius Morris,Jerome Jordan,3
Deron Williams,Jerome Jordan,9
Jarrett Jack,Jerome Jordan,6
Joe Johnson,Jerome Jordan,1
Jorge Gutierrez,Jerome Jordan,1
Mason Plumlee,Jerome Jordan,1
Mirza Teletovic,Jerome Jordan,2
Sergey Karasev,Jerome Jordan,5
Brandon Knight,Jerryd Bayless,14
Chris Johnson,Jerryd Bayless,1
Ersan Ilyasova,Jerryd Bayless,5
Giannis Antetokounmpo,Jerryd Bayless,12
Jabari Parker,Jerryd Bayless,1
Jared Dudley,Jerryd Bayless,11
John Henson,Jerryd Bayless,7
Johnny O'Bryant,Jerryd Bayless,1
Kendall Marshall,Jerryd Bayless,7
Khris Middleton,Jerryd Bayless,8
Michael Carter-Williams,Jerryd Bayless,4
Miles Plumlee,Jerryd Bayless,2
Nate Wolters,Jerryd Bayless,2
O.J. Mayo,Jerryd Bayless,12
Tyler Ennis,Jerryd Bayless,5
Zaza Pachulia,Jerryd Bayless,18
Alexis Ajinca,Jimmer Fredette,2
Austin Rivers,Jimmer Fredette,1
Eric Gordon,Jimmer Fredette,2
Jeff Withey,Jimmer Fredette,1
Jrue Holiday,Jimmer Fredette,5
Luke Babbitt,Jimmer Fredette,4
Nate Wolters,Jimmer Fredette,2
Omer Asik,Jimmer Fredette,1
Russ Smith,Jimmer Fredette,1
Ryan Anderson,Jimmer Fredette,4
Toney Douglas,Jimmer Fredette,1
Tyreke Evans,Jimmer Fredette,3
Aaron Brooks,Jimmy Butler,33
Derrick Rose,Jimmy Butler,59
E'Twaun Moore,Jimmy Butler,3
Joakim Noah,Jimmy Butler,58
Kirk Hinrich,Jimmy Butler,23
Mike Dunleavy,Jimmy Butler,17
Nikola Mirotic,Jimmy Butler,10
Pau Gasol,Jimmy Butler,50
Taj Gibson,Jimmy Butler,7
Tony Snell,Jimmy Butler,5
Aaron Brooks,Joakim Noah,15
Derrick Rose,Joakim Noah,18
Doug McDermott,Joakim Noah,2
E'Twaun Moore,Joakim Noah,1
Jimmy Butler,Joakim Noah,20
Kirk Hinrich,Joakim Noah,15
Mike Dunleavy,Joakim Noah,16
Nikola Mirotic,Joakim Noah,2
Pau Gasol,Joakim Noah,21
Tony Snell,Joakim Noah,11
Andre Drummond,Jodie Meeks,4
Anthony Tolliver,Jodie Meeks,7
Brandon Jennings,Jodie Meeks,7
Caron Butler,Jodie Meeks,12
D.J. Augustin,Jodie Meeks,49
Gigi Datome,Jodie Meeks,1
Greg Monroe,Jodie Meeks,10
Joel Anthony,Jodie Meeks,1
John III Lucas,Jodie Meeks,20
Jonas Jerebko,Jodie Meeks,12
Josh Smith,Jodie Meeks,1
Kentavious Caldwell-Pope,Jodie Meeks,3
Kyle Singler,Jodie Meeks,4
Quincy Miller,Jodie Meeks,1
Reggie Jackson,Jodie Meeks,17
Shawne Williams,Jodie Meeks,3
Spencer Dinwiddie,Jodie Meeks,29
Tayshaun Prince,Jodie Meeks,13
AJ Price,Joe Harris,3
Anderson Varejao,Joe Harris,1
Brendan Haywood,Joe Harris,1
Dion Waiters,Joe Harris,7
Iman Shumpert,Joe Harris,1
James Jones,Joe Harris,3
Kendrick Perkins,Joe Harris,1
Kevin Love,Joe Harris,3
Kyrie Irving,Joe Harris,2
LeBron James,Joe Harris,4
Matthew Dellavedova,Joe Harris,10
Mike Miller,Joe Harris,3
Shawn Marion,Joe Harris,1
Tristan Thompson,Joe Harris,2
Alec Burks,Joe Ingles,2
Bryce Cotton,Joe Ingles,1
Dante Exum,Joe Ingles,19
Derrick Favors,Joe Ingles,6
Elijah Millsap,Joe Ingles,2
Enes Kanter,Joe Ingles,2
Gordon Hayward,Joe Ingles,19
Ian Clark,Joe Ingles,1
Rodney Hood,Joe Ingles,1
Rudy Gobert,Joe Ingles,8
Steve Novak,Joe Ingles,1
Trevor Booker,Joe Ingles,7
Trey Burke,Joe Ingles,20
Alan Anderson,Joe Johnson,11
Bojan Bogdanovic,Joe Johnson,9
Brook Lopez,Joe Johnson,15
Deron Williams,Joe Johnson,63
Jarrett Jack,Joe Johnson,36
Kevin Garnett,Joe Johnson,14
Markel Brown,Joe Johnson,4
Mason Plumlee,Joe Johnson,12
Mirza Teletovic,Joe Johnson,6
Sergey Karasev,Joe Johnson,8
Thaddeus Young,Joe Johnson,5
Anthony Tolliver,Joel Anthony,1
Caron Butler,Joel Anthony,2
D.J. Augustin,Joel Anthony,5
Greg Monroe,Joel Anthony,1
Jodie Meeks,Joel Anthony,3
John III Lucas,Joel Anthony,1
Jonas Jerebko,Joel Anthony,1
Kentavious Caldwell-Pope,Joel Anthony,1
Reggie Jackson,Joel Anthony,7
Spencer Dinwiddie,Joel Anthony,2
Tayshaun Prince,Joel Anthony,2
Allen Crabbe,Joel Freeland,1
Alonzo Gee,Joel Freeland,2
Arron Afflalo,Joel Freeland,1
CJ McCollum,Joel Freeland,4
Chris Kaman,Joel Freeland,4
Damian Lillard,Joel Freeland,7
Dorell Wright,Joel Freeland,4
Nicolas Batum,Joel Freeland,8
Steve Blake,Joel Freeland,11
Thomas Robinson,Joel Freeland,1
Tim Frazier,Joel Freeland,5
Wesley Matthews,Joel Freeland,2
Will Barton,Joel Freeland,1
Corey Brewer,Joey Dorsey,4
Donatas Motiejunas,Joey Dorsey,5
Francisco Garcia,Joey Dorsey,2
Isaiah Canaan,Joey Dorsey,1
James Harden,Joey Dorsey,19
Jason Terry,Joey Dorsey,3
Josh Smith,Joey Dorsey,5
Kostas Papanikolaou,Joey Dorsey,7
Nick Johnson,Joey Dorsey,2
Pablo Prigioni,Joey Dorsey,5
Patrick Beverley,Joey Dorsey,4
Trevor Ariza,Joey Dorsey,3
Danilo Gallinari,Joffrey Lauvergne,1
Erick Green,Joffrey Lauvergne,4
Jamaal Franklin,Joffrey Lauvergne,2
Jameer Nelson,Joffrey Lauvergne,4
Jusuf Nurkic,Joffrey Lauvergne,1
Kenneth Faried,Joffrey Lauvergne,1
Randy Foye,Joffrey Lauvergne,1
Ty Lawson,Joffrey Lauvergne,4
Will Barton,Joffrey Lauvergne,5
Wilson Chandler,Joffrey Lauvergne,1
Brandon Knight,John Henson,15
Chris Johnson,John Henson,1
Ersan Ilyasova,John Henson,3
Giannis Antetokounmpo,John Henson,17
Jared Dudley,John Henson,17
Jerryd Bayless,John Henson,17
Johnny O'Bryant,John Henson,2
Jorge Gutierrez,John Henson,3
Kendall Marshall,John Henson,7
Khris Middleton,John Henson,11
Michael Carter-Williams,John Henson,5
Nate Wolters,John Henson,2
O.J. Mayo,John Henson,43
Tyler Ennis,John Henson,5
Zaza Pachulia,John Henson,1
Al Horford,John Jenkins,4
Austin Daye,John Jenkins,3
Dennis Schroder,John Jenkins,11
Elton Brand,John Jenkins,4
Jeff Teague,John Jenkins,4
Kent Bazemore,John Jenkins,1
Mike Muscala,John Jenkins,4
Mike Scott,John Jenkins,2
Paul Millsap,John Jenkins,1
Pero Antic,John Jenkins,1
Shelvin Mack,John Jenkins,6
Andre Drummond,John Lucas III,3
Anthony Tolliver,John Lucas III,1
Caron Butler,John Lucas III,1
Greg Monroe,John Lucas III,2
Jodie Meeks,John Lucas III,3
Kentavious Caldwell-Pope,John Lucas III,1
Quincy Miller,John Lucas III,1
Shawne Williams,John Lucas III,1
Anthony Davis,John Salmons,1
Austin Rivers,John Salmons,3
Jeff Withey,John Salmons,1
Jrue Holiday,John Salmons,4
Ryan Anderson,John Salmons,1
Tyreke Evans,John Salmons,1
Bradley Beal,John Wall,28
Drew Gooden,John Wall,5
Garrett Temple,John Wall,14
Kevin Seraphin,John Wall,2
Kris Humphries,John Wall,7
Marcin Gortat,John Wall,23
Nene,John Wall,19
Otto Porter,John Wall,6
Paul Pierce,John Wall,20
Ramon Sessions,John Wall,4
Rasual Butler,John Wall,4
Will Bynum,John Wall,1
Brandon Knight,Johnny OBryant,7
Giannis Antetokounmpo,Johnny OBryant,3
Jerryd Bayless,Johnny OBryant,6
Jorge Gutierrez,Johnny OBryant,4
Kendall Marshall,Johnny OBryant,1
Khris Middleton,Johnny OBryant,3
Larry Sanders,Johnny OBryant,1
O.J. Mayo,Johnny OBryant,1
Zaza Pachulia,Johnny OBryant,7
Beno Udrih,Jon Leuer,28
Courtney Lee,Jon Leuer,4
Jarnell Stokes,Jon Leuer,1
Jeff Green,Jon Leuer,1
Jordan Adams,Jon Leuer,2
Kosta Koufos,Jon Leuer,2
Marc Gasol,Jon Leuer,6
Mike Conley,Jon Leuer,22
Nick Calathes,Jon Leuer,10
Quincy Pondexter,Jon Leuer,4
Russ Smith,Jon Leuer,1
Tayshaun Prince,Jon Leuer,1
Tony Allen,Jon Leuer,5
Vince Carter,Jon Leuer,9
Andre Drummond,Jonas Jerebko,1
Avery Bradley,Jonas Jerebko,2
Brandon Jennings,Jonas Jerebko,11
Caron Butler,Jonas Jerebko,3
Cartier Martin,Jonas Jerebko,3
