from,to,count
Bojan Bogdanovic,Cory Joseph,5
Bojan Bogdanovic,Darren Collison,18
Bojan Bogdanovic,Domantas Sabonis,10
Bojan Bogdanovic,Glenn Robinson III,1
Bojan Bogdanovic,Joe Young,1
Bojan Bogdanovic,Lance Stephenson,5
Bojan Bogdanovic,Myles Turner,16
Bojan Bogdanovic,Thaddeus Young,23
Bojan Bogdanovic,Victor Oladipo,20
Kyle Singler,Daniel Hamilton,1
Kyle Singler,Terrance Ferguson,1
Shelvin Mack,Aaron Gordon,17
Shelvin Mack,Adreian Payne,2
Shelvin Mack,Arron Afflalo,17
Shelvin Mack,Bismack Biyombo,24
Shelvin Mack,DJ Augustin,7
Shelvin Mack,Evan Fournier,22
Shelvin Mack,Jamel Artis,6
Shelvin Mack,Jonathan Isaac,4
Shelvin Mack,Jonathon Simmons,15
Shelvin Mack,Khem Birch,19
Shelvin Mack,Mario Hezonja,45
Shelvin Mack,Marreese Speights,29
Shelvin Mack,Nikola Vucevic,19
Shelvin Mack,Rashad Vaughn,1
Shelvin Mack,Rodney Purvis,7
Shelvin Mack,Terrence Ross,5
Shelvin Mack,Wes Iwundu,9
Chandler Parsons,Andrew Harrison,1
Chandler Parsons,Brandan Wright,2
Chandler Parsons,Deyonta Davis,7
Chandler Parsons,Dillon Brooks,6
Chandler Parsons,JaMychal Green,4
Chandler Parsons,James Ennis III,2
Chandler Parsons,Jarell Martin,5
Chandler Parsons,Kobi Simmons,2
Chandler Parsons,Marc Gasol,12
Chandler Parsons,Mario Chalmers,5
Chandler Parsons,Tyreke Evans,7
Jon Leuer,Andre Drummond,2
Jon Leuer,Avery Bradley,1
Jon Leuer,Ish Smith,2
Davis Bertans,Brandon Paul,1
Davis Bertans,Bryn Forbes,6
Davis Bertans,Danny Green,5
Davis Bertans,Dejounte Murray,5
Davis Bertans,Joffrey Lauvergne,8
Davis Bertans,Kyle Anderson,7
Davis Bertans,LaMarcus Aldridge,6
Davis Bertans,Manu Ginobili,5
Davis Bertans,Matt Costello,1
Davis Bertans,Patty Mills,14
Davis Bertans,Pau Gasol,3
Davis Bertans,Rudy Gay,1
Davis Bertans,Tony Parker,2
DeAndre Liggins,Anthony Davis,2
DeAndre Liggins,Cheick Diallo,3
DeAndre Liggins,Dante Cunningham,1
DeAndre Liggins,Darius Miller,3
DeAndre Liggins,DeMarcus Cousins,1
DeAndre Liggins,Eric Bledsoe,2
DeAndre Liggins,Gary Payton II,1
DeAndre Liggins,Giannis Antetokounmpo,4
DeAndre Liggins,Greg Monroe,1
DeAndre Liggins,Ian Clark,1
DeAndre Liggins,Jameer Nelson,1
DeAndre Liggins,Jason Terry,1
DeAndre Liggins,Jordan Crawford,1
DeAndre Liggins,Jrue Holiday,1
DeAndre Liggins,Khris Middleton,5
DeAndre Liggins,Malcolm Brogdon,1
DeAndre Liggins,Matthew Dellavedova,1
DeAndre Liggins,Mirza Teletovic,1
DeAndre Liggins,Rashad Vaughn,1
DeAndre Liggins,Thon Maker,6
DeAndre Liggins,Tony Snell,2
DeAndre Liggins,Walter Lemon Jr,1
ETwaun Moore,Anthony Davis,62
ETwaun Moore,Cheick Diallo,3
ETwaun Moore,Dante Cunningham,6
ETwaun Moore,Darius Miller,9
ETwaun Moore,DeAndre Liggins,1
ETwaun Moore,DeMarcus Cousins,23
ETwaun Moore,Emeka Okafor,4
ETwaun Moore,Ian Clark,8
ETwaun Moore,Jameer Nelson,4
ETwaun Moore,Jrue Holiday,25
ETwaun Moore,Larry Drew II,2
ETwaun Moore,Nikola Mirotic,8
ETwaun Moore,Rajon Rondo,12
ETwaun Moore,Tony Allen,2
Isaiah Thomas,Brandon Ingram,1
Isaiah Thomas,Brook Lopez,3
Isaiah Thomas,Channing Frye,3
Isaiah Thomas,Corey Brewer,1
Isaiah Thomas,Dwyane Wade,2
Isaiah Thomas,Ivica Zubac,6
Isaiah Thomas,JR Smith,9
Isaiah Thomas,Jae Crowder,14
Isaiah Thomas,Jeff Green,5
Isaiah Thomas,Julius Randle,14
Isaiah Thomas,Kentavious CaldwellPope,10
Isaiah Thomas,Kevin Love,7
Isaiah Thomas,Kyle Korver,1
Isaiah Thomas,Kyle Kuzma,8
Isaiah Thomas,LeBron James,8
Isaiah Thomas,Lonzo Ball,3
Isaiah Thomas,Travis Wear,3
Isaiah Thomas,Tristan Thompson,11
Dwight Buycks,Andre Drummond,4
Dwight Buycks,Anthony Tolliver,6
Dwight Buycks,Avery Bradley,4
Dwight Buycks,Blake Griffin,3
Dwight Buycks,Boban Marjanovic,3
Dwight Buycks,Eric Moreland,5
Dwight Buycks,Henry Ellenson,2
Dwight Buycks,James Ennis III,4
Dwight Buycks,Langston Galloway,3
Dwight Buycks,Luke Kennard,7
Dwight Buycks,Reggie Bullock,4
Dwight Buycks,Stanley Johnson,4
Dwight Buycks,Tobias Harris,1
Julyan Stone,Cody Zeller,1
Julyan Stone,Dwayne Bacon,2
Julyan Stone,Dwight Howard,1
Julyan Stone,Frank Kaminsky,6
Julyan Stone,Johnny OBryant III,3
Julyan Stone,Malik Monk,5
Julyan Stone,Marcus Paige,1
Julyan Stone,Treveon Graham,1
Julyan Stone,Willy Hernangomez,3
Anthony Davis,Cheick Diallo,3
Anthony Davis,Dante Cunningham,10
Anthony Davis,Darius Miller,18
Anthony Davis,DeAndre Liggins,1
Anthony Davis,DeMarcus Cousins,14
Anthony Davis,ETwaun Moore,39
Anthony Davis,Emeka Okafor,3
Anthony Davis,Ian Clark,10
Anthony Davis,Jameer Nelson,6
Anthony Davis,Jrue Holiday,26
Anthony Davis,Nikola Mirotic,6
Anthony Davis,Rajon Rondo,10
Anthony Davis,Tony Allen,4
Michael KiddGilchrist,Cody Zeller,1
Michael KiddGilchrist,Dwight Howard,20
Michael KiddGilchrist,Frank Kaminsky,2
Michael KiddGilchrist,Jeremy Lamb,3
Michael KiddGilchrist,Kemba Walker,10
Michael KiddGilchrist,Marvin Williams,14
Michael KiddGilchrist,Michael CarterWilliams,2
Michael KiddGilchrist,Nicolas Batum,6
Michael KiddGilchrist,Willy Hernangomez,1
Bradley Beal,Chris McCullough,1
Bradley Beal,Ian Mahinmi,11
Bradley Beal,Jason Smith,4
Bradley Beal,Jodie Meeks,7
Bradley Beal,John Wall,16
Bradley Beal,Kelly Oubre Jr,39
Bradley Beal,Marcin Gortat,50
Bradley Beal,Markieff Morris,61
Bradley Beal,Mike Scott,33
Bradley Beal,Otto Porter Jr,67
Bradley Beal,Ramon Sessions,2
Bradley Beal,Tim Frazier,6
Bradley Beal,Tomas Satoransky,29
Dion Waiters,Bam Adebayo,6
Dion Waiters,Goran Dragic,14
Dion Waiters,Hassan Whiteside,7
Dion Waiters,James Johnson,12
Dion Waiters,Jordan Mickey,2
Dion Waiters,Josh Richardson,16
Dion Waiters,Justise Winslow,6
Dion Waiters,Kelly Olynyk,13
Dion Waiters,Okaro White,1
Dion Waiters,Tyler Johnson,8
Dion Waiters,Wayne Ellington,8
Damian Lillard,AlFarouq Aminu,47
Damian Lillard,CJ McCollum,69
Damian Lillard,Caleb Swanigan,3
Damian Lillard,Ed Davis,18
Damian Lillard,Evan Turner,24
Damian Lillard,Jusuf Nurkic,163
Damian Lillard,Maurice Harkless,28
Damian Lillard,Meyers Leonard,12
Damian Lillard,Noah Vonleh,3
Damian Lillard,Pat Connaughton,29
Damian Lillard,Shabazz Napier,8
Damian Lillard,Zach Collins,11
Terrence Ross,Aaron Gordon,2
Terrence Ross,Arron Afflalo,1
Terrence Ross,Bismack Biyombo,5
Terrence Ross,DJ Augustin,1
Terrence Ross,Elfrid Payton,3
Terrence Ross,Evan Fournier,3
Terrence Ross,Jamel Artis,1
Terrence Ross,Jonathan Isaac,2
Terrence Ross,Jonathon Simmons,2
Terrence Ross,Mario Hezonja,1
Terrence Ross,Marreese Speights,2
Terrence Ross,Nikola Vucevic,10
Andre Drummond,Anthony Tolliver,8
Andre Drummond,Avery Bradley,60
Andre Drummond,Blake Griffin,3
Andre Drummond,Dwight Buycks,1
Andre Drummond,Henry Ellenson,1
Andre Drummond,Ish Smith,13
Andre Drummond,James Ennis III,6
Andre Drummond,Langston Galloway,12
Andre Drummond,Luke Kennard,13
Andre Drummond,Reggie Bullock,38
Andre Drummond,Reggie Jackson,19
Andre Drummond,Stanley Johnson,9
Andre Drummond,Tobias Harris,38
Harrison Barnes,Aaron Harrison,1
Harrison Barnes,Dennis Smith Jr,19
Harrison Barnes,Devin Harris,8
Harrison Barnes,Dirk Nowitzki,17
Harrison Barnes,Dorian FinneySmith,2
Harrison Barnes,Doug McDermott,4
Harrison Barnes,Dwight Powell,16
Harrison Barnes,JJ Barea,8
Harrison Barnes,Maxi Kleber,13
Harrison Barnes,Nerlens Noel,3
Harrison Barnes,Salah Mejri,9
Harrison Barnes,Wesley Matthews,21
Harrison Barnes,Yogi Ferrell,15
Austin Rivers,Avery Bradley,3
Austin Rivers,Blake Griffin,17
Austin Rivers,CJ Williams,7
Austin Rivers,Danilo Gallinari,12
Austin Rivers,DeAndre Jordan,29
Austin Rivers,Jamil Wilson,11
Austin Rivers,Jawun Evans,2
Austin Rivers,Lou Williams,27
Austin Rivers,Milos Teodosic,5
Austin Rivers,Montrezl Harrell,18
Austin Rivers,Patrick Beverley,4
Austin Rivers,Sam Dekker,6
Austin Rivers,Sindarius Thornwell,8
Austin Rivers,Tobias Harris,36
Austin Rivers,Tyrone Wallace,8
Austin Rivers,Wesley Johnson,16
Austin Rivers,Willie Reed,3
Meyers Leonard,AlFarouq Aminu,2
Meyers Leonard,CJ McCollum,5
Meyers Leonard,Damian Lillard,4
Meyers Leonard,Pat Connaughton,3
Meyers Leonard,Shabazz Napier,2
Meyers Leonard,Wade Baldwin IV,1
Jeremy Lamb,Cody Zeller,11
Jeremy Lamb,Dwayne Bacon,3
Jeremy Lamb,Dwight Howard,29
Jeremy Lamb,Frank Kaminsky,34
Jeremy Lamb,Johnny OBryant III,5
Jeremy Lamb,Julyan Stone,2
Jeremy Lamb,Kemba Walker,16
Jeremy Lamb,Malik Monk,14
Jeremy Lamb,Marvin Williams,17
Jeremy Lamb,Michael CarterWilliams,8
Jeremy Lamb,Michael KiddGilchrist,9
Jeremy Lamb,Nicolas Batum,4
Jeremy Lamb,Treveon Graham,6
Jeremy Lamb,Willy Hernangomez,3
John Henson,Eric Bledsoe,13
John Henson,Giannis Antetokounmpo,30
John Henson,Jabari Parker,11
John Henson,Jason Terry,1
John Henson,Khris Middleton,31
John Henson,Malcolm Brogdon,9
John Henson,Matthew Dellavedova,1
John Henson,Mirza Teletovic,2
John Henson,Rashad Vaughn,1
John Henson,Tony Snell,4
Maurice Harkless,AlFarouq Aminu,9
Maurice Harkless,CJ McCollum,11
Maurice Harkless,Damian Lillard,8
Maurice Harkless,Ed Davis,6
Maurice Harkless,Evan Turner,1
Maurice Harkless,Jusuf Nurkic,5
Maurice Harkless,Meyers Leonard,1
Maurice Harkless,Shabazz Napier,4
Maurice Harkless,Zach Collins,2
Tyler Zeller,Allen Crabbe,7
Tyler Zeller,Brandon Jennings,1
Tyler Zeller,Caris LeVert,3
Tyler Zeller,DeMarre Carroll,3
Tyler Zeller,Eric Bledsoe,2
Tyler Zeller,Giannis Antetokounmpo,2
Tyler Zeller,Jabari Parker,5
Tyler Zeller,Jason Terry,1
Tyler Zeller,Joe Harris,3
Tyler Zeller,Khris Middleton,3
Tyler Zeller,Nik Stauskas,1
Tyler Zeller,Rondae HollisJefferson,1
Tyler Zeller,Sean Kilpatrick,1
Tyler Zeller,Shabazz Muhammad,1
Tyler Zeller,Spencer Dinwiddie,5
Tyler Zeller,Sterling Brown,1
Tyler Zeller,Tony Snell,1
Evan Fournier,Aaron Gordon,23
Evan Fournier,Arron Afflalo,1
Evan Fournier,Bismack Biyombo,17
Evan Fournier,DJ Augustin,13
Evan Fournier,Elfrid Payton,19
Evan Fournier,Jonathan Isaac,2
Evan Fournier,Jonathon Simmons,16
Evan Fournier,Mario Hezonja,15
Evan Fournier,Marreese Speights,4
Evan Fournier,Nikola Vucevic,38
Evan Fournier,Terrence Ross,4
Miles Plumlee,Damion Lee,2
Miles Plumlee,DeAndre Bembry,3
Miles Plumlee,Dennis Schroder,11
Miles Plumlee,Dewayne Dedmon,2
Miles Plumlee,Ersan Ilyasova,5
Miles Plumlee,Isaiah Taylor,2
Miles Plumlee,Kent Bazemore,6
Miles Plumlee,Luke Babbitt,1
Miles Plumlee,Malcolm Delaney,2
Miles Plumlee,Marco Belinelli,1
Miles Plumlee,Taurean Prince,4
Miles Plumlee,Tyler Cavanaugh,1
Miles Plumlee,Tyler Dorsey,1
Marquis Teague,Ben McLemore,3
Marquis Teague,Deyonta Davis,1
Marquis Teague,Dillon Brooks,2
Marquis Teague,Ivan Rabb,1
Marquis Teague,Jarell Martin,1
Marquis Teague,MarShon Brooks,1
Marquis Teague,Marc Gasol,2
Marquis Teague,Myke Henry,1
Marquis Teague,Wayne Selden,1
Tomas Satoransky,Bradley Beal,38
Tomas Satoransky,Chris McCullough,4
Tomas Satoransky,Ian Mahinmi,6
Tomas Satoransky,Jason Smith,10
Tomas Satoransky,Jodie Meeks,24
Tomas Satoransky,John Wall,1
Tomas Satoransky,Kelly Oubre Jr,31
Tomas Satoransky,Marcin Gortat,17
Tomas Satoransky,Markieff Morris,44
Tomas Satoransky,Mike Scott,29
Tomas Satoransky,Otto Porter Jr,46
Tomas Satoransky,Tim Frazier,1
Jae Crowder,Channing Frye,1
Jae Crowder,Dante Exum,2
Jae Crowder,Derrick Favors,1
Jae Crowder,Derrick Rose,2
Jae Crowder,Donovan Mitchell,2
Jae Crowder,Dwyane Wade,2
Jae Crowder,Iman Shumpert,1
Jae Crowder,Isaiah Thomas,2
Jae Crowder,JR Smith,11
Jae Crowder,Jeff Green,4
Jae Crowder,Joe Ingles,8
Jae Crowder,Jonas Jerebko,3
Jae Crowder,Jose Calderon,2
Jae Crowder,Kevin Love,4
Jae Crowder,Kyle Korver,4
Jae Crowder,LeBron James,17
Jae Crowder,Ricky Rubio,3
Jae Crowder,Royce ONeale,3
Jae Crowder,Rudy Gobert,9
Jae Crowder,Tristan Thompson,1
Draymond Green,Andre Iguodala,16
Draymond Green,Damian Jones,2
Draymond Green,David West,34
Draymond Green,JaVale McGee,7
Draymond Green,Jordan Bell,13
Draymond Green,Kevin Durant,112
Draymond Green,Kevon Looney,5
Draymond Green,Klay Thompson,110
Draymond Green,Nick Young,20
Draymond Green,Omri Casspi,2
Draymond Green,Patrick McCaw,8
Draymond Green,Quinn Cook,15
Draymond Green,Shaun Livingston,19
Draymond Green,Stephen Curry,56
Draymond Green,Zaza Pachulia,19
Quincy Acy,Allen Crabbe,10
Quincy Acy,DAngelo Russell,4
Quincy Acy,DeMarre Carroll,7
Quincy Acy,Jahlil Okafor,1
Quincy Acy,Jarrett Allen,1
Quincy Acy,Joe Harris,13
Quincy Acy,Nik Stauskas,2
Quincy Acy,Rondae HollisJefferson,4
Quincy Acy,Spencer Dinwiddie,8
Quincy Acy,Timofey Mozgov,2
Quincy Acy,Trevor Booker,1
Quincy Acy,Tyler Zeller,1
Khris Middleton,Brandon Jennings,2
Khris Middleton,DeAndre Liggins,2
Khris Middleton,Eric Bledsoe,41
Khris Middleton,Gary Payton II,3
Khris Middleton,Giannis Antetokounmpo,72
Khris Middleton,Greg Monroe,4
Khris Middleton,Jabari Parker,14
Khris Middleton,Jason Terry,10
Khris Middleton,Joel Bolomboy,1
Khris Middleton,John Henson,67
Khris Middleton,Malcolm Brogdon,17
Khris Middleton,Matthew Dellavedova,3
Khris Middleton,Mirza Teletovic,3
Khris Middleton,Rashad Vaughn,1
Khris Middleton,Sean Kilpatrick,3
Khris Middleton,Shabazz Muhammad,2
Khris Middleton,Sterling Brown,4
Khris Middleton,Thon Maker,12
Khris Middleton,Tony Snell,27
Khris Middleton,Tyler Zeller,4
Will Barton,Darrell Arthur,9
Will Barton,Devin Harris,6
Will Barton,Emmanuel Mudiay,10
Will Barton,Gary Harris,29
Will Barton,Jamal Murray,21
Will Barton,Kenneth Faried,15
Will Barton,Malik Beasley,17
Will Barton,Mason Plumlee,33
Will Barton,Nikola Jokic,47
Will Barton,Paul Millsap,12
Will Barton,Richard Jefferson,5
Will Barton,Torrey Craig,4
Will Barton,Trey Lyles,40
Will Barton,Wilson Chandler,29
Darius Miller,Anthony Davis,21
Darius Miller,Charles Cooke,1
Darius Miller,Cheick Diallo,6
Darius Miller,Dante Cunningham,4
Darius Miller,DeAndre Liggins,1
Darius Miller,DeMarcus Cousins,10
Darius Miller,ETwaun Moore,8
Darius Miller,Emeka Okafor,1
Darius Miller,Ian Clark,7
Darius Miller,Jameer Nelson,5
Darius Miller,Jrue Holiday,11
Darius Miller,Nikola Mirotic,8
Darius Miller,Omer Asik,4
Darius Miller,Rajon Rondo,4
Darius Miller,Tony Allen,2
Kyle OQuinn,Courtney Lee,10
Kyle OQuinn,Damyean Dotson,7
Kyle OQuinn,Doug McDermott,38
Kyle OQuinn,Emmanuel Mudiay,3
Kyle OQuinn,Frank Ntilikina,11
Kyle OQuinn,Isaiah Hicks,2
Kyle OQuinn,Jarrett Jack,4
Kyle OQuinn,Kristaps Porzingis,8
Kyle OQuinn,Lance Thomas,8
Kyle OQuinn,Michael Beasley,16
Kyle OQuinn,Ramon Sessions,2
Kyle OQuinn,Ron Baker,2
Kyle OQuinn,Tim Hardaway Jr,11
Kyle OQuinn,Trey Burke,10
Kyle OQuinn,Troy Williams,4
Mirza Teletovic,DJ Wilson,1
Mirza Teletovic,DeAndre Liggins,1
Mirza Teletovic,John Henson,2
Mirza Teletovic,Khris Middleton,1
Mirza Teletovic,Matthew Dellavedova,2
Mirza Teletovic,Rashad Vaughn,2
Mirza Teletovic,Thon Maker,1
Kent Bazemore,DeAndre Bembry,1
Kent Bazemore,Dennis Schroder,26
Kent Bazemore,Dewayne Dedmon,27
Kent Bazemore,Ersan Ilyasova,37
Kent Bazemore,Isaiah Taylor,3
Kent Bazemore,John Collins,30
Kent Bazemore,Luke Babbitt,7
Kent Bazemore,Malcolm Delaney,2
Kent Bazemore,Marco Belinelli,11
Kent Bazemore,Mike Muscala,6
Kent Bazemore,Miles Plumlee,12
Kent Bazemore,Taurean Prince,28
Kent Bazemore,Tyler Cavanaugh,8
Kent Bazemore,Tyler Dorsey,2
Willie Reed,Jawun Evans,2
Willie Reed,Lou Williams,2
Willie Reed,Reggie Bullock,1
Willie Reed,Sam Dekker,2
Willie Reed,Sindarius Thornwell,2
Willie Reed,Tyrone Wallace,1
Justin Holiday,Bobby Portis,11
Justin Holiday,Cameron Payne,3
Justin Holiday,Cristiano Felicio,5
Justin Holiday,David Nwaba,8
Justin Holiday,Denzel Valentine,16
Justin Holiday,Jerian Grant,7
Justin Holiday,Kris Dunn,12
Justin Holiday,Lauri Markkanen,29
Justin Holiday,Nikola Mirotic,3
Justin Holiday,Paul Zipser,4
Justin Holiday,Quincy Pondexter,1
Justin Holiday,Robin Lopez,34
Justin Holiday,Ryan Arcidiacono,2
Justin Holiday,Sean Kilpatrick,1
JaMychal Green,Andrew Harrison,2
JaMychal Green,Ben McLemore,4
JaMychal Green,Brandan Wright,1
JaMychal Green,Briante Weber,1
JaMychal Green,Brice Johnson,1
JaMychal Green,Chandler Parsons,1
JaMychal Green,Deyonta Davis,1
JaMychal Green,Dillon Brooks,10
JaMychal Green,James Ennis III,6
JaMychal Green,Jarell Martin,6
JaMychal Green,Kobi Simmons,3
JaMychal Green,Marc Gasol,18
JaMychal Green,Mario Chalmers,2
JaMychal Green,Myke Henry,1
JaMychal Green,Tyreke Evans,9
Aron Baynes,Abdel Nader,3
Aron Baynes,Al Horford,5
Aron Baynes,Guerschon Yabusele,2
Aron Baynes,Jaylen Brown,13
Aron Baynes,Jayson Tatum,15
Aron Baynes,Kadeem Allen,1
Aron Baynes,Kyrie Irving,16
Aron Baynes,Marcus Morris,10
Aron Baynes,Marcus Smart,3
Aron Baynes,Semi Ojeleye,1
Aron Baynes,Terry Rozier,13
Nerlens Noel,Dennis Smith Jr,7
Nerlens Noel,Doug McDermott,2
Nerlens Noel,Harrison Barnes,3
Nerlens Noel,Yogi Ferrell,5
Alex Len,Alec Peters,2
Alex Len,Danuel House,4
Alex Len,Davon Reed,1
Alex Len,Devin Booker,12
Alex Len,Dragan Bender,4
Alex Len,Elfrid Payton,2
Alex Len,Isaiah Canaan,5
Alex Len,Jared Dudley,2
Alex Len,Josh Jackson,8
Alex Len,Mike James,2
Alex Len,Shaquille Harrison,2
Alex Len,TJ Warren,8
Alex Len,Troy Daniels,19
Alex Len,Tyler Ulis,7
Allen Crabbe,Caris LeVert,9
Allen Crabbe,DAngelo Russell,6
Allen Crabbe,Dante Cunningham,1
Allen Crabbe,DeMarre Carroll,16
Allen Crabbe,Jahlil Okafor,1
Allen Crabbe,Jarrett Allen,15
Allen Crabbe,Joe Harris,15
Allen Crabbe,Quincy Acy,7
Allen Crabbe,Rondae HollisJefferson,10
Allen Crabbe,Spencer Dinwiddie,10
Allen Crabbe,Timofey Mozgov,2
Allen Crabbe,Trevor Booker,4
Allen Crabbe,Tyler Zeller,6
Andre Roberson,Carmelo Anthony,10
Andre Roberson,Dakari Johnson,1
Andre Roberson,Patrick Patterson,1
Andre Roberson,Paul George,8
Andre Roberson,Raymond Felton,2
Andre Roberson,Russell Westbrook,12
Andre Roberson,Steven Adams,7
Ben McLemore,Andrew Harrison,1
Ben McLemore,Chandler Parsons,3
Ben McLemore,Deyonta Davis,5
Ben McLemore,Dillon Brooks,1
Ben McLemore,Ivan Rabb,5
Ben McLemore,JaMychal Green,5
Ben McLemore,Jarell Martin,4
Ben McLemore,Kobi Simmons,1
Ben McLemore,MarShon Brooks,1
Ben McLemore,Marc Gasol,8
Ben McLemore,Mario Chalmers,2
Ben McLemore,Omari Johnson,1
Ben McLemore,Tyreke Evans,4
Ben McLemore,Wayne Selden,1
Brandon Paul,Bryn Forbes,2
Brandon Paul,Danny Green,1
Brandon Paul,Davis Bertans,8
Brandon Paul,Dejounte Murray,4
Brandon Paul,Derrick White,1
Brandon Paul,Kyle Anderson,2
Brandon Paul,LaMarcus Aldridge,6
Brandon Paul,Patty Mills,1
Brandon Paul,Pau Gasol,3
Brandon Paul,Rudy Gay,2
CJ McCollum,AlFarouq Aminu,31
CJ McCollum,Caleb Swanigan,1
CJ McCollum,Damian Lillard,20
CJ McCollum,Ed Davis,26
CJ McCollum,Evan Turner,24
CJ McCollum,Jake Layman,1
CJ McCollum,Jusuf Nurkic,59
CJ McCollum,Maurice Harkless,13
CJ McCollum,Meyers Leonard,8
CJ McCollum,Noah Vonleh,5
CJ McCollum,Pat Connaughton,15
CJ McCollum,Shabazz Napier,17
CJ McCollum,Wade Baldwin IV,1
CJ McCollum,Zach Collins,23
Cody Zeller,Dwayne Bacon,1
Cody Zeller,Frank Kaminsky,5
Cody Zeller,Jeremy Lamb,9
Cody Zeller,Johnny OBryant III,1
Cody Zeller,Kemba Walker,4
Cody Zeller,Malik Monk,4
Cody Zeller,Nicolas Batum,3
Dennis Schroder,Damion Lee,3
Dennis Schroder,DeAndre Bembry,7
Dennis Schroder,Dewayne Dedmon,47
Dennis Schroder,Ersan Ilyasova,44
Dennis Schroder,Isaiah Taylor,3
Dennis Schroder,John Collins,43
Dennis Schroder,Kent Bazemore,58
Dennis Schroder,Luke Babbitt,16
Dennis Schroder,Malcolm Delaney,6
Dennis Schroder,Marco Belinelli,18
Dennis Schroder,Mike Muscala,11
Dennis Schroder,Miles Plumlee,22
Dennis Schroder,Taurean Prince,70
Dennis Schroder,Tyler Cavanaugh,7
Dennis Schroder,Tyler Dorsey,8
Dewayne Dedmon,Andrew White III,1
Dewayne Dedmon,Damion Lee,1
Dewayne Dedmon,Dennis Schroder,14
Dewayne Dedmon,Ersan Ilyasova,2
Dewayne Dedmon,Isaiah Taylor,3
Dewayne Dedmon,John Collins,9
Dewayne Dedmon,Kent Bazemore,10
Dewayne Dedmon,Malcolm Delaney,1
Dewayne Dedmon,Marco Belinelli,16
Dewayne Dedmon,Mike Muscala,5
Dewayne Dedmon,Taurean Prince,12
Dewayne Dedmon,Tyler Dorsey,2
Gorgui Dieng,Aaron Brooks,3
Gorgui Dieng,Andrew Wiggins,14
Gorgui Dieng,Anthony Brown,1
Gorgui Dieng,Jamal Crawford,14
Gorgui Dieng,Jeff Teague,3
Gorgui Dieng,Jimmy Butler,9
Gorgui Dieng,KarlAnthony Towns,3
Gorgui Dieng,Nemanja Bjelica,4
Gorgui Dieng,Taj Gibson,2
Gorgui Dieng,Tyus Jones,13
Isaiah Canaan,Alec Peters,1
Isaiah Canaan,Alex Len,13
Isaiah Canaan,Danuel House,1
Isaiah Canaan,Devin Booker,4
Isaiah Canaan,Dragan Bender,10
Isaiah Canaan,Greg Monroe,3
Isaiah Canaan,Jared Dudley,2
Isaiah Canaan,Josh Jackson,7
Isaiah Canaan,Marquese Chriss,2
Isaiah Canaan,TJ Warren,12
Isaiah Canaan,Troy Daniels,14
Kelly Olynyk,Bam Adebayo,4
Kelly Olynyk,Derrick Jones Jr,1
Kelly Olynyk,Derrick Walton Jr,1
Kelly Olynyk,Dion Waiters,8
Kelly Olynyk,Dwyane Wade,15
Kelly Olynyk,Goran Dragic,21
Kelly Olynyk,Hassan Whiteside,5
Kelly Olynyk,James Johnson,13
Kelly Olynyk,Jordan Mickey,1
Kelly Olynyk,Josh Richardson,23
Kelly Olynyk,Justise Winslow,20
Kelly Olynyk,Luke Babbitt,3
Kelly Olynyk,Rodney McGruder,2
Kelly Olynyk,Tyler Johnson,18
Kelly Olynyk,Wayne Ellington,30
Kentavious CaldwellPope,Alex Caruso,1
Kentavious CaldwellPope,Andre Ingram,1
Kentavious CaldwellPope,Andrew Bogut,1
Kentavious CaldwellPope,Brandon Ingram,13
Kentavious CaldwellPope,Brook Lopez,28
Kentavious CaldwellPope,Channing Frye,2
Kentavious CaldwellPope,Corey Brewer,2
Kentavious CaldwellPope,Isaiah Thomas,4
Kentavious CaldwellPope,Ivica Zubac,2
Kentavious CaldwellPope,Jordan Clarkson,5
Kentavious CaldwellPope,Josh Hart,6
Kentavious CaldwellPope,Julius Randle,31
Kentavious CaldwellPope,Kyle Kuzma,22
Kentavious CaldwellPope,Larry Nance Jr,7
Kentavious CaldwellPope,Lonzo Ball,9
Kentavious CaldwellPope,Travis Wear,1
Kentavious CaldwellPope,Tyler Ennis,1
Lorenzo Brown,CJ Miles,1
Lorenzo Brown,DeMar DeRozan,1
Lorenzo Brown,Fred VanVleet,2
Lorenzo Brown,Jakob Poeltl,1
Lorenzo Brown,Kyle Lowry,1
Lorenzo Brown,Malcolm Miller,1
Lorenzo Brown,Norman Powell,4
Lorenzo Brown,OG Anunoby,1
Lorenzo Brown,Serge Ibaka,1
Mason Plumlee,Devin Harris,5
Mason Plumlee,Emmanuel Mudiay,5
Mason Plumlee,Gary Harris,24
Mason Plumlee,Jamal Murray,24
Mason Plumlee,Kenneth Faried,1
Mason Plumlee,Malik Beasley,1
Mason Plumlee,Nikola Jokic,11
Mason Plumlee,Paul Millsap,3
Mason Plumlee,Torrey Craig,5
Mason Plumlee,Trey Lyles,16
Mason Plumlee,Will Barton,15
Mason Plumlee,Wilson Chandler,11
Michael CarterWilliams,Cody Zeller,14
Michael CarterWilliams,Dwayne Bacon,2
Michael CarterWilliams,Dwight Howard,11
Michael CarterWilliams,Frank Kaminsky,16
Michael CarterWilliams,Jeremy Lamb,24
Michael CarterWilliams,Johnny OBryant III,10
Michael CarterWilliams,Kemba Walker,2
Michael CarterWilliams,Malik Monk,4
Michael CarterWilliams,Marvin Williams,4
Michael CarterWilliams,Michael KiddGilchrist,4
Michael CarterWilliams,Nicolas Batum,7
